no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,penghasilan,pajak_mobil,pajak_motor,ukt
231430120136,8,9.0,9.0,7500000,7500000,8,8,2,5,6,0,3,8,2000000.0,300000,8
231510030374,8,9.0,5.0,6000000,5000000,8,8,6,5,3,200000,4,8,2000000.0,300000,8
231510030394,8,10.0,1.0,6000000,0,8,8,4,1,7,175000,3,8,3000000.0,250000,7
231210150675,6,5.0,1.0,5468600,0,8,3,7,1,3,50000,2,3,0.0,0,6
231220020474,6,5.0,1.0,5499100,0,8,4,6,1,3,150000,3,4,0.0,268000,7
231220100005,6,5.0,5.0,6088800,3735700,8,8,5,5,1,100000,2,8,0.0,253750,8
231330180105,6,6.0,1.0,7278635,0,8,8,5,4,3,135000,4,8,0.0,246000,8
231331050022,6,6.0,1.0,7350000,0,8,8,3,5,4,135000,4,8,1800000.0,431700,8
231610040235,6,5.0,1.0,5500000,0,8,5,5,7,3,0,2,5,0.0,190000,6
231710010166,6,9.0,1.0,4500000,0,8,6,4,4,3,800000,3,6,0.0,250000,7
231710010897,6,9.0,1.0,2000000,0,8,1,6,4,4,300000,3,1,0.0,150000,3
231710011090,6,12.0,5.0,3250000,4629500,8,8,1,5,3,445000,3,8,2000000.0,169500,8
231710011315,6,9.0,14.0,3000000,0,8,2,6,1,3,800000,1,2,0.0,125000,3
231710011425,6,13.0,10.0,0,3000000,8,8,2,6,3,150000,2,8,0.0,350000,5
231710020081,6,5.0,1.0,1765900,0,8,1,5,3,3,0,2,1,0.0,218000,3
231710021043,6,6.0,5.0,3200000,4708000,8,8,4,1,6,85000,4,8,1639250.0,156500,7
231710030330,6,3.0,5.0,2000000,3800000,8,8,3,3,3,0,1,8,0.0,0,5
231710040050,6,6.0,1.0,4066700,0,8,7,3,7,6,450000,3,7,2300000.0,150000,5
231710040192,6,14.0,6.0,3366318,2900000,8,8,4,4,4,350000,3,8,0.0,237000,5
231710041028,6,9.0,5.0,2000000,8300000,8,8,5,5,3,0,2,8,1100000.0,197000,8
231710041447,6,5.0,5.0,0,3600000,8,8,2,4,3,0,2,8,0.0,350000,6
231710050548,6,7.0,5.0,2000000,4237500,8,8,4,4,4,0,2,8,0.0,341000,6
231710051120,6,5.0,14.0,3000000,0,8,1,7,4,3,0,2,1,0.0,2500,4
231710060798,6,13.0,5.0,0,4616100,8,8,3,3,3,150000,2,8,1500000.0,150000,6
231710070062,6,13.0,5.0,0,4803000,8,8,2,8,6,0,4,8,2800000.0,800000,7
231710070116,6,9.0,1.0,7000000,0,8,7,5,5,5,550000,3,8,0.0,200000,8
231710070515,6,7.0,1.0,2500000,0,8,6,2,3,3,0,2,6,0.0,1700000,3
231710070616,6,9.0,5.0,1500000,5000000,8,8,2,4,3,0,3,8,0.0,200000,6
231710090077,6,5.0,1.0,3665900,0,8,2,6,4,4,450000,3,2,0.0,208500,3
231710090090,6,3.0,5.0,500000,3807942,8,2,7,1,3,0,1,2,0.0,250000,3
231710090362,6,5.0,5.0,4784200,3909700,8,8,4,5,6,450000,3,8,2576000.0,0,8
231710090763,6,5.0,5.0,5000000,3000000,8,8,4,5,3,550000,2,8,1000000.0,150000,7
231710090780,6,9.0,1.0,2500000,0,8,6,2,3,1,150000,3,6,0.0,0,3
231710091080,6,5.0,5.0,4000000,3199472,8,8,5,7,4,0,2,8,4000000.0,900000,7
231710100037,6,14.0,1.0,750000,0,3,3,1,1,3,150000,2,3,0.0,300000,2
231710101050,6,14.0,1.0,2000000,0,8,1,5,4,3,0,1,1,0.0,175000,3
231710101072,6,14.0,1.0,18000000,0,8,8,7,1,7,400000,2,8,3700000.0,254000,8
231710101239,6,14.0,5.0,1000000,5000000,8,6,5,4,4,100000,3,6,0.0,200000,5
231710101285,6,5.0,5.0,3994000,4000000,8,7,6,7,6,450000,4,7,2315000.0,0,6
231710110786,6,12.0,5.0,3527200,5000000,8,8,5,7,3,200000,3,8,0.0,143000,6
231710120766,6,14.0,12.0,2000000,1500000,8,4,4,4,3,300000,3,4,0.0,180000,4
231710121184,6,5.0,5.0,8000000,11058400,8,8,3,1,7,450000,3,8,2741750.0,0,8
231710130756,6,5.0,5.0,4829500,3661800,8,8,3,4,6,445000,3,8,2000000.0,200000,8
231710160120,6,5.0,5.0,5000000,3800000,8,8,5,4,4,0,1,8,0.0,250000,7
231710170763,6,5.0,1.0,6000000,0,8,8,3,1,3,700000,2,8,0.0,300000,7
231710180792,6,5.0,5.0,5561900,4955700,8,8,3,4,3,0,2,8,0.0,300000,6
231710210111,6,11.0,1.0,1000000,0,5,1,3,2,3,250000,1,1,0.0,170000,1
231910040026,6,5.0,5.0,4500000,3000000,8,8,4,3,4,1850000,1,8,0.0,250000,7
231910050631,6,9.0,1.0,2000000,0,8,1,5,3,4,260000,2,1,0.0,180000,2
231910130168,6,9.0,5.0,3000000,4500000,8,8,3,4,3,210000,2,8,2600000.0,215000,8
231910140372,6,13.0,7.0,0,2000000,8,2,4,7,4,0,2,3,0.0,510000,3
231910210537,6,7.0,1.0,2000000,0,8,3,3,3,3,650000,2,3,0.0,350000,4
233210150902,6,9.0,1.0,3000000,0,8,3,4,7,4,500000,3,3,0.0,410000,6
233210161457,6,5.0,1.0,4500000,0,8,4,5,7,3,0,1,4,0.0,250000,5
233210261484,6,9.0,1.0,8000000,0,8,8,3,7,4,100000,3,8,0.0,700000,6
233410080719,6,1.0,1.0,0,0,1,1,2,7,3,0,3,1,0.0,300000,3
231210051538,6,6.0,1.0,3800000,0,8,7,3,1,3,500000,2,7,0.0,175000,3
231210080945,6,13.0,7.0,0,1500000,8,2,3,1,1,75000,1,2,0.0,0,2
231310120562,6,6.0,1.0,6262940,0,8,8,4,6,3,350000,3,8,0.0,250000,6
231310190433,6,9.0,1.0,3000000,0,8,8,2,2,4,0,3,8,0.0,154000,4
231310240554,6,6.0,1.0,18000000,0,8,8,3,8,7,350000,3,8,3000000.0,300000,8
231430100164,6,5.0,5.0,4851900,4020400,8,8,4,5,4,1740000,2,8,4000000.0,350000,7
231510110016,6,9.0,1.0,3000000,0,8,3,4,3,5,0,3,3,854000.0,590000,3
231710011339,6,5.0,5.0,5400000,3200000,8,8,6,3,3,300000,2,8,1000000.0,500000,7
231710031181,6,9.0,13.0,2500000,0,8,4,3,3,6,300000,1,4,3500000.0,0,2
231710050151,6,5.0,5.0,5434800,3639000,8,8,5,7,3,300000,2,8,2500000.0,400000,8
231710061031,6,9.0,9.0,1000000,2000000,8,2,5,5,3,0,4,2,1260000.0,200000,3
231710071190,6,13.0,5.0,0,3840600,8,8,2,1,4,85000,4,8,0.0,195000,4
231710070417,10,11.0,1.0,2500000,0,8,2,4,4,3,200000,3,4,0.0,150000,5
231710070849,10,6.0,1.0,14871900,0,8,8,5,7,4,0,3,8,0.0,400000,8
231710070926,10,1.0,6.0,0,2000000,8,5,2,3,3,200000,3,8,0.0,182000,5
231710180126,6,14.0,1.0,2500000,0,8,4,3,5,3,550000,3,4,0.0,150000,3
231710180755,6,9.0,1.0,2000000,0,8,2,4,3,1,0,1,2,0.0,0,2
231710071316,10,9.0,1.0,4500000,0,8,6,4,4,3,450000,3,6,0.0,147000,7
231710220236,6,1.0,5.0,0,5294300,8,8,2,5,3,0,3,8,0.0,153500,6
231710080046,10,14.0,5.0,15000000,5000000,8,8,4,5,3,300000,2,8,2900000.0,300000,8
231910110451,6,12.0,5.0,4088800,3732200,8,8,4,7,4,2200000,2,8,0.0,500000,8
231910130113,6,6.0,6.0,5000000,3000000,8,8,2,4,3,350000,2,8,0.0,250000,7
233210161655,6,7.0,1.0,5000000,0,8,4,6,3,3,0,2,4,0.0,214000,4
233230250613,6,6.0,1.0,5000000,0,8,5,5,5,6,775000,4,5,2000000.0,0,5
233240200671,6,7.0,1.0,4000000,0,8,5,4,7,3,0,3,5,0.0,600000,5
233610070834,6,9.0,1.0,3000000,0,8,2,5,4,3,300000,2,2,0.0,200000,3
231710050692,7,9.0,1.0,5000000,0,8,8,3,1,6,500000,2,8,700000.0,130000,5
231710160151,2,9.0,1.0,6000000,0,8,8,3,7,6,500000,4,8,2700000.0,300000,8
231710170143,2,6.0,1.0,3266244,0,8,8,2,4,3,350000,3,8,0.0,250000,5
231710050888,7,5.0,6.0,3328900,2790000,8,6,5,1,3,150000,2,6,0.0,175000,4
231710050687,6,12.0,5.0,2400000,4896100,8,8,1,5,3,0,2,8,0.0,291500,4
231710170241,2,5.0,1.0,8605640,0,8,8,4,6,4,0,3,8,0.0,150000,6
231710050923,7,6.0,1.0,4000000,0,8,7,3,4,3,275000,3,7,0.0,180000,5
231710180192,2,9.0,14.0,2000000,1105000,8,2,5,7,3,100000,2,2,0.0,150000,5
231710051196,7,6.0,1.0,33145709,0,8,8,4,5,7,330000,4,8,4000000.0,300000,8
231710190023,2,3.0,1.0,3000000,0,8,3,4,4,3,300000,1,3,0.0,150000,5
231710190836,2,5.0,5.0,5019000,5000000,8,8,3,5,6,0,2,8,2800000.0,234000,6
231710051442,7,13.0,6.0,0,6368000,8,8,3,4,6,150000,2,8,1600000.0,300000,5
231710210199,2,5.0,1.0,5427400,0,8,8,3,4,4,0,2,8,0.0,325000,6
231710060092,7,9.0,1.0,12000000,0,8,8,4,7,6,450000,2,8,2000000.0,160000,8
231710220086,2,5.0,1.0,6000000,0,8,8,3,5,6,0,3,8,1700000.0,200000,6
231710250139,2,3.0,1.0,2500000,0,8,6,2,3,3,135000,3,6,0.0,0,4
231810090092,2,5.0,5.0,5498700,5000000,8,8,6,7,6,70000,3,8,2316500.0,235000,7
231710070692,7,6.0,1.0,5362073,0,8,7,4,1,3,150000,4,7,0.0,168500,5
231910120610,2,3.0,1.0,1000000,0,5,1,3,7,5,220000,1,1,0.0,250000,5
231710080320,7,5.0,1.0,4680900,0,8,8,2,3,3,275000,3,8,0.0,145000,4
233210101499,2,1.0,1.0,0,0,1,1,4,7,3,240000,3,1,0.0,154000,4
231710080457,7,14.0,1.0,34000000,0,8,8,4,7,8,1900000,4,8,10000000.0,135000,6
231210090023,2,3.0,1.0,2800000,0,8,2,5,2,3,300000,2,2,0.0,0,3
231220050731,2,5.0,1.0,4898100,0,8,8,3,5,3,80000,2,8,0.0,80500,6
231710080467,7,6.0,5.0,28000000,4900000,8,8,4,7,8,450000,5,8,3181500.0,324000,8
231220120438,2,6.0,1.0,10000000,0,8,8,4,4,3,480000,2,8,0.0,220000,6
231420010228,2,14.0,7.0,1000000,1000000,8,2,4,1,3,80000,2,2,0.0,155100,3
231420040963,2,5.0,5.0,4126400,3391000,8,8,4,1,3,133000,2,8,0.0,284600,6
231420130209,2,3.0,14.0,1000000,650000,8,1,4,1,3,90000,1,1,0.0,170000,2
231710010564,2,3.0,1.0,5000000,0,8,5,5,4,3,400000,2,5,2500000.0,250000,6
231710010917,2,9.0,1.0,4000000,0,8,3,5,1,3,75000,4,3,1500000.0,200000,6
231710020046,2,5.0,1.0,6072000,0,8,6,5,5,3,0,2,6,2800000.0,250000,6
231710060853,6,12.0,1.0,1030545,0,5,5,1,4,3,110000,2,5,0.0,183500,3
231710020529,2,4.0,1.0,3000000,0,8,3,4,3,4,85000,2,3,0.0,157000,5
231710020957,2,9.0,1.0,10000000,0,8,8,4,4,4,0,2,8,2000000.0,300000,6
231710031192,2,5.0,5.0,4000000,3375000,8,6,6,4,3,300000,2,6,1000000.0,415500,5
231710040839,2,11.0,5.0,3000000,3500000,8,8,4,1,3,0,1,8,0.0,0,6
231710070866,6,5.0,14.0,4356000,3236600,8,8,3,6,6,100000,2,8,2100000.0,250000,8
231710080774,7,6.0,1.0,5600000,0,8,7,4,7,4,200000,4,7,0.0,400000,7
231710071366,6,6.0,1.0,3000000,0,8,3,4,4,3,280000,3,3,0.0,173000,3
231710071411,6,5.0,5.0,4172800,3690500,8,8,4,7,6,222222,3,8,1200000.0,135000,7
231710041116,2,6.0,1.0,8000000,0,8,8,4,3,4,150000,3,8,0.0,250000,6
231710080417,6,13.0,5.0,0,3391000,8,2,6,4,4,0,2,2,0.0,210500,3
231710041408,2,12.0,1.0,18247415,0,8,8,2,1,1,168000,3,8,0.0,0,8
231710080323,10,9.0,6.0,5000000,8758730,8,8,3,1,4,550000,2,8,0.0,218000,8
231710010672,4,11.0,1.0,1750000,0,8,1,4,1,2,100000,2,1,0.0,0,2
231710040955,4,6.0,5.0,2000000,4544000,8,8,1,4,4,0,1,8,0.0,152000,8
231710051383,2,13.0,3.0,0,1500000,8,2,3,4,3,75000,1,2,0.0,200000,3
231810040057,4,5.0,5.0,4702300,3489282,8,8,3,3,4,60000,2,8,1592000.0,240500,8
231710030853,4,14.0,5.0,1000000,4000000,8,6,4,4,4,300000,2,6,0.0,360000,7
231710060952,2,6.0,1.0,12895000,0,8,8,4,1,4,405000,2,8,0.0,200000,6
231710080397,10,6.0,1.0,1932384,0,8,1,4,4,3,330000,2,2,0.0,158500,4
231710190270,4,14.0,1.0,3000000,0,8,2,6,3,3,0,2,2,180000.0,50000,3
231710020875,4,5.0,1.0,3900000,0,8,8,2,3,3,0,3,8,0.0,224000,7
231710080557,10,5.0,5.0,12099000,4373700,8,8,3,4,6,0,3,8,1800000.0,230000,8
231710061325,2,5.0,1.0,4739700,0,8,6,4,5,3,110000,2,6,0.0,250000,6
231710070112,2,14.0,5.0,1500000,4008000,8,7,4,4,4,0,1,7,0.0,350000,6
231610050436,4,6.0,14.0,1865000,0,8,1,5,3,4,0,1,1,0.0,150000,4
231710070614,2,6.0,1.0,4500000,0,8,8,3,5,3,100000,2,8,0.0,200000,6
231810150192,4,5.0,1.0,6025600,0,8,6,5,5,4,60000,3,6,2000000.0,250000,8
231710070834,2,5.0,1.0,4474000,0,8,8,3,4,3,0,2,8,0.0,216500,6
233230111017,4,13.0,13.0,0,0,1,1,3,8,3,340000,2,1,0.0,589000,1
231710080595,10,9.0,1.0,10000000,0,8,8,5,7,8,300000,4,8,7000000.0,700000,8
231710090041,7,1.0,5.0,0,5360000,8,5,5,5,4,200000,1,5,0.0,350000,5
231710090454,2,6.0,1.0,9000000,0,8,8,2,5,3,550000,3,8,1500000.0,400000,7
231810080168,4,5.0,1.0,5000000,0,8,8,3,4,5,70000,2,8,0.0,700000,7
231710081061,10,5.0,14.0,15000000,3000000,8,8,5,8,7,1900000,4,8,0.0,0,8
231710190239,4,11.0,1.0,1000000,0,5,2,2,1,3,85000,2,2,0.0,0,3
231710101186,2,9.0,5.0,2660000,3470200,8,8,4,6,3,0,3,8,0.0,300000,6
231710090545,7,9.0,6.0,3500000,6500000,8,8,6,1,4,275000,4,8,0.0,365000,6
231710150839,2,14.0,1.0,14920000,0,8,8,5,7,6,275000,4,8,1670000.0,170000,8
231710090568,7,6.0,1.0,16000000,0,8,8,2,8,7,1900000,4,8,2800000.0,200000,8
231810170121,4,9.0,1.0,3000000,0,8,5,3,3,3,60000,2,5,0.0,120000,7
231910180288,4,13.0,5.0,0,4081000,8,4,5,4,4,185000,2,4,0.0,147000,6
231710150844,2,6.0,1.0,8000000,0,8,6,7,1,4,175000,1,6,0.0,305000,5
231710180840,4,5.0,1.0,5950000,0,8,8,2,7,5,0,2,8,2800000.0,200000,8
231610030488,4,3.0,5.0,500000,4281000,8,8,3,3,3,0,2,8,0.0,150000,7
231710121272,6,5.0,1.0,3820000,0,8,7,3,6,3,0,2,7,0.0,180000,4
231710100579,7,14.0,5.0,9000000,4800000,8,8,6,5,3,600000,3,8,2000000.0,200000,6
231710100815,4,5.0,5.0,4500000,3000000,8,8,4,1,3,450000,3,8,1080000.0,200000,7
231710190126,2,9.0,5.0,1500000,4000000,8,7,4,5,3,200000,2,7,0.0,140000,6
231910080624,2,11.0,1.0,1500000,0,8,2,3,1,1,0,2,2,0.0,0,2
231710021049,4,9.0,1.0,5000000,0,8,5,5,7,4,200000,2,5,0.0,320000,8
231710101228,7,14.0,1.0,25625194,0,8,8,1,7,7,1000000,4,8,3500000.0,500000,8
233710110583,2,14.0,1.0,16000000,0,8,8,5,6,6,450000,3,8,2500000.0,200000,8
231210160126,2,6.0,1.0,5000000,0,8,8,3,5,3,70000,3,8,0.0,200000,6
231710091220,4,5.0,1.0,4618900,0,8,8,3,7,3,980000,3,8,2000000.0,350000,8
231210171288,2,10.0,1.0,4000000,0,8,8,2,1,3,35000,2,8,0.0,50000,6
231710090259,10,10.0,14.0,4500000,4000000,8,8,4,4,3,650000,2,8,0.0,98000,8
231220061251,2,3.0,14.0,3000000,0,8,8,2,3,3,90000,1,8,0.0,10000,4
231710010408,4,7.0,1.0,3000000,0,8,3,4,3,4,1000000,3,3,0.0,400000,6
231331110083,2,6.0,5.0,4500000,5000000,8,8,4,7,5,135000,2,8,0.0,135000,7
231710010072,2,6.0,1.0,3380000,0,8,2,6,3,3,0,2,2,0.0,200000,4
231710121130,7,3.0,5.0,1000000,4356000,8,7,4,3,4,200000,2,7,0.0,350000,5
231710051386,4,6.0,1.0,6500000,0,8,7,5,7,6,0,2,7,1900000.0,250000,8
231710060254,4,5.0,5.0,4702400,4800000,8,8,4,7,3,150000,3,8,2200000.0,300000,8
231710190222,4,3.0,1.0,700000,0,3,1,4,2,3,0,4,1,0.0,3000000,2
231710010152,2,5.0,5.0,7307300,3437700,8,8,6,7,6,0,1,8,2500000.0,500000,7
231710160253,4,5.0,5.0,6248700,4767400,8,8,4,3,4,3000000,1,8,1250000.0,300000,8
231710030934,4,12.0,1.0,2500000,0,8,6,2,5,3,0,2,6,0.0,300000,6
231710011423,4,6.0,1.0,7300000,0,8,8,3,7,3,450000,3,8,0.0,1500000,7
231710010154,2,11.0,1.0,600000,0,2,1,4,2,3,60000,1,1,0.0,130000,2
231710130149,7,6.0,1.0,4500000,0,8,8,3,4,3,0,3,8,0.0,150000,4
231710010808,2,9.0,1.0,1000000,0,5,1,4,4,3,0,1,1,0.0,200000,2
231710010551,4,14.0,14.0,750000,2900000,8,3,5,3,3,0,2,3,0.0,198000,4
231710130067,6,9.0,5.0,4000000,4000000,8,8,3,4,3,450000,2,8,4000000.0,200000,7
231710011185,2,3.0,3.0,1000000,1000000,8,3,3,3,4,150000,2,3,0.0,0,3
231710011403,2,13.0,5.0,0,4376100,8,8,2,5,3,0,2,8,0.0,209000,6
231710090337,10,6.0,1.0,17112404,0,8,8,5,6,7,500000,4,8,3800000.0,275000,8
231710140230,7,9.0,1.0,6000000,0,8,4,7,1,3,100000,2,4,0.0,0,3
231710040296,4,11.0,13.0,2000000,0,8,2,4,4,3,75000,2,2,0.0,165000,3
231710020793,2,3.0,1.0,4000000,0,8,5,4,5,6,500000,2,5,1308000.0,450000,6
231710090455,10,9.0,1.0,5000000,0,8,6,4,8,6,450000,5,8,2300000.0,180000,8
231710020781,4,9.0,5.0,1500000,4618900,8,6,5,3,3,0,2,6,0.0,317000,7
231710020986,4,11.0,1.0,3000000,0,8,2,5,5,4,0,2,2,0.0,300000,4
231710140814,7,9.0,1.0,3500000,0,8,3,5,7,3,150000,4,3,0.0,216500,4
231710090551,10,9.0,1.0,16500000,0,8,8,3,8,6,1900000,3,8,1000000.0,300000,8
231710090692,10,7.0,7.0,4000000,4000000,8,8,4,6,4,550000,2,8,700000.0,180000,7
231710030138,2,6.0,5.0,5079854,4745000,8,8,4,7,6,150000,5,8,1970000.0,305000,8
231710141206,7,1.0,1.0,0,0,1,1,3,7,4,400000,3,1,0.0,250000,4
231810030189,4,13.0,5.0,0,4058400,8,8,2,4,6,60000,4,8,2253500.0,874000,8
231710070538,4,6.0,1.0,1150000,0,6,1,3,5,3,150000,2,1,0.0,286000,3
231810020079,4,11.0,1.0,2000000,0,8,5,2,3,4,60000,2,5,0.0,0,6
231710030684,4,6.0,1.0,7725171,0,8,8,4,4,6,150000,2,8,1300000.0,150000,8
231710090995,10,5.0,9.0,20000000,35000000,8,8,4,8,7,1900000,5,8,3000000.0,0,8
231710100942,4,14.0,1.0,1900000,0,8,1,7,1,3,0,2,1,0.0,173000,3
231710091005,10,9.0,1.0,10000000,0,8,8,3,8,8,1200000,5,8,3200000.0,350000,8
231710150066,7,14.0,1.0,1500000,0,8,1,6,7,7,550000,2,1,3200000.0,120000,6
231710030537,2,14.0,1.0,80000000,0,8,8,7,8,8,450000,4,8,6000000.0,317000,8
231710040489,4,10.0,5.0,1500000,5000000,8,8,4,8,4,275000,2,8,0.0,200000,8
231710140086,4,5.0,5.0,4339000,3202500,8,7,6,5,3,980000,2,7,0.0,222500,8
231710011115,4,11.0,5.0,2500000,4000000,8,8,4,6,4,0,3,8,0.0,0,8
231710031068,2,6.0,1.0,3500000,0,8,8,2,3,3,100000,3,8,0.0,120000,6
231710091018,10,9.0,1.0,10000000,0,8,8,3,7,7,500000,5,8,2000000.0,0,8
231710020596,4,9.0,5.0,3500000,4200800,8,8,3,5,4,0,1,8,0.0,300000,8
231710081034,4,6.0,1.0,5500000,0,8,5,5,5,3,0,2,5,0.0,150000,8
231710091078,10,6.0,1.0,40000000,0,8,8,8,8,8,550000,5,8,3500000.0,400000,8
231710040224,2,13.0,5.0,0,4000000,8,3,5,7,3,85000,3,3,0.0,500000,4
231710010536,4,9.0,5.0,4800000,5103900,8,8,3,7,4,300000,3,8,4000000.0,250000,8
231710240756,4,5.0,5.0,5000000,4000000,8,8,4,5,4,300000,2,8,3900000.0,200000,8
231710040010,4,9.0,1.0,7000000,0,8,7,5,4,5,0,2,7,0.0,0,8
231710040611,2,6.0,1.0,5000000,0,8,6,4,1,3,150000,4,6,0.0,200000,6
231710091097,10,9.0,14.0,8320000,22757000,8,8,3,8,8,450000,5,8,9000000.0,0,8
231710121129,4,7.0,5.0,1000000,3000000,8,7,3,4,3,50,2,7,2400000.0,200000,8
231710140115,4,11.0,14.0,1500000,1000000,8,6,2,3,3,0,2,6,0.0,128500,6
231710091137,10,1.0,5.0,0,4436100,8,3,6,5,3,0,2,3,0.0,163500,5
231710040810,2,7.0,1.0,3000000,0,8,3,4,8,4,510000,3,3,0.0,200000,5
231430030165,4,14.0,7.0,1000000,2000000,8,3,4,4,3,0,2,3,0.0,314,3
231710120062,4,13.0,14.0,0,1000000,5,1,4,4,4,0,2,1,0.0,360000,2
231710210042,6,5.0,1.0,30000000,0,8,8,8,7,3,150000,3,8,2000000.0,200000,8
231710060545,4,6.0,1.0,11229000,0,8,8,3,5,3,512500,2,8,0.0,150000,8
231710050089,2,3.0,1.0,2000000,0,8,2,4,5,5,0,2,2,0.0,150000,4
231710051403,4,13.0,12.0,0,3838400,8,7,3,3,4,80000,2,7,0.0,470000,6
231710070833,4,9.0,11.0,1000000,500000,8,2,3,4,3,0,3,2,0.0,316750,3
231710150134,7,11.0,1.0,1000000,0,5,1,3,1,3,200000,2,1,0.0,182000,2
231710110228,4,9.0,1.0,2000000,0,8,1,5,4,3,0,3,1,0.0,170000,4
231710050718,2,6.0,5.0,3389167,4225300,8,8,3,4,4,355000,3,8,0.0,500000,5
231710210128,6,6.0,1.0,8832876,0,8,8,4,6,6,70000,2,8,1700000.0,200000,6
231710091193,4,3.0,1.0,1500000,0,8,3,2,3,3,0,2,3,0.0,200000,3
231710050977,2,1.0,7.0,0,5000000,8,8,3,1,4,0,2,8,0.0,500000,5
231710081445,4,9.0,1.0,1500000,0,8,2,3,4,4,0,1,2,0.0,300000,4
231710210802,6,5.0,5.0,11015535,10103602,8,8,5,4,6,0,2,8,2500000.0,250000,8
231710150226,7,6.0,1.0,1800000,0,8,4,2,1,4,370000,5,4,0.0,257000,4
231710060027,2,13.0,9.0,0,3000000,8,5,3,7,3,0,2,5,0.0,200000,4
231710230007,6,13.0,5.0,0,4318100,8,8,1,4,2,450000,1,8,0.0,0,4
231710060368,2,5.0,5.0,5000000,4000000,8,8,4,7,4,285000,3,8,0.0,300000,7
231710091217,10,1.0,5.0,0,5442100,8,8,3,1,4,275000,3,8,0.0,175000,5
231710230258,6,1.0,5.0,0,5759000,8,8,4,7,3,0,2,8,1800000.0,160000,7
231710060369,2,5.0,1.0,6400000,0,8,8,4,7,6,200000,2,8,1500000.0,146000,7
231710070772,2,14.0,5.0,500000,4443800,8,8,1,3,3,300000,2,8,0.0,150000,6
231710080738,2,3.0,5.0,1000000,2000000,8,3,4,4,4,0,2,3,0.0,400000,5
231710250214,6,11.0,1.0,2500000,0,8,2,4,4,4,70000,2,2,0.0,400000,2
231710090485,2,5.0,1.0,3900000,0,8,1,9,2,1,110000,2,1,0.0,0,6
231710100890,2,11.0,1.0,800000,0,3,1,5,1,3,0,1,1,0.0,182000,2
231710150823,7,6.0,13.0,4243978,0,8,5,4,3,3,84000,2,5,0.0,276000,4
231710091244,10,14.0,5.0,3145000,4546600,8,8,5,1,4,0,2,8,700000.0,200000,6
231810160036,6,5.0,1.0,13000000,0,8,8,3,5,4,120000,3,8,0.0,432000,8
231710130795,2,9.0,1.0,5700000,0,8,8,4,4,3,150000,2,8,0.0,150000,6
231710160012,7,5.0,5.0,9755776,5000000,8,8,5,5,6,300000,3,8,4882500.0,218000,7
233210171188,6,1.0,5.0,0,4281800,8,8,3,3,4,500000,3,8,1700000.0,316000,4
231710071162,4,9.0,14.0,4500000,1500000,8,8,4,1,4,500000,2,8,0.0,383000,8
233311070107,6,13.0,6.0,0,6290439,8,8,3,4,5,0,2,8,0.0,1059200,4
231710141198,2,3.0,1.0,3000000,0,8,2,5,4,5,10000,2,2,0.0,500000,5
233410200190,6,6.0,6.0,4000000,7926804,8,8,5,6,3,100000,3,8,0.0,459000,6
231710141284,2,3.0,1.0,2500000,0,8,2,4,2,4,0,2,2,0.0,250000,5
231710151280,2,6.0,5.0,1733750,4833200,8,7,5,4,5,75000,3,7,0.0,600000,6
231710161185,7,13.0,10.0,0,3500000,8,8,2,4,3,450000,4,8,0.0,280000,5
231710160171,2,5.0,1.0,6246700,0,8,8,2,6,4,0,2,8,3200000.0,250000,6
231710180236,2,5.0,5.0,5800000,4200000,8,8,7,5,3,1660000,4,8,0.0,125000,7
231710190208,2,14.0,14.0,2500000,0,8,4,3,4,4,0,2,4,0.0,390000,5
231710061105,4,3.0,5.0,500000,5155500,8,8,3,3,3,0,2,8,1000000.0,300000,8
231710041082,4,13.0,1.0,0,0,1,1,2,3,1,0,2,1,0.0,0,2
231710161226,7,5.0,1.0,5321600,0,8,5,5,5,3,0,2,5,0.0,179000,4
231710070597,4,3.0,1.0,1500000,0,8,2,3,3,3,83000,2,2,0.0,0,4
231710200217,2,6.0,5.0,5500000,3800000,8,8,3,3,3,300000,3,8,1850000.0,450000,6
231710200823,4,7.0,7.0,1000000,500000,8,1,5,1,3,0,1,1,0.0,182000,2
231710051152,4,11.0,1.0,2555831,0,8,2,4,1,3,0,1,2,0.0,105000,3
231710210838,2,3.0,1.0,1500000,0,8,1,4,2,3,41,2,1,0.0,215,2
231710100910,4,11.0,1.0,2000000,0,8,5,2,4,3,285000,2,5,0.0,200000,4
231710220194,2,6.0,5.0,7481000,5642500,8,8,2,5,6,0,2,8,2300000.0,230000,6
231710250053,2,3.0,1.0,6000000,0,8,6,5,5,4,50000,4,6,1400000.0,500000,6
231710190249,4,7.0,1.0,2000000,0,8,2,4,1,3,200000,3,2,0.0,200000,4
231710170821,4,13.0,13.0,0,0,1,1,3,2,3,0,1,1,0.0,100000,1
231710260831,2,12.0,14.0,1400000,0,7,1,3,2,3,200000,1,1,0.0,205000,6
231710040809,4,7.0,1.0,2000000,0,8,2,4,1,3,0,2,2,0.0,200000,3
231710011068,4,11.0,1.0,2000000,0,8,2,4,2,1,75000,2,2,0.0,0,3
233310040215,2,6.0,1.0,6713000,0,8,7,5,4,4,0,3,7,0.0,220000,6
231710101246,4,9.0,1.0,1500000,0,8,2,3,2,3,0,2,2,0.0,250000,3
